customer_id,customer_segment,region,signup_date,plan_type,monthly_revenue,tenure_months,is_churned,churn_date,churn_reason
CUST_002483,Partner_Program,Europe & MENA,2023-12-24,Explore³ Analytics,17.89,12,False,,
CUST_002484,Mass_Market,Asia-Pacific,2023-08-06,Cubic³ Connectivity 50GB,51.14,17,False,,
CUST_002485,Fleet/Leasing,Latin America,2024-07-23,StreamLocal³ Premium,49.29,5,False,,
CUST_002486,Mass_Market,India & Middle East,2023-09-20,StreamLocal³ Premium,26.29,16,False,,
CUST_002487,Partner_Program,Europe & MENA,2024-10-28,StreamLocal³ Premium,44.97,2,False,,
CUST_002488,Partner_Program,North America,2023-07-09,Cubic³ Connectivity 15GB,15.04,18,False,,
CUST_002489,Mass_Market,North America,2024-08-06,Explore³ Analytics,66.55,5,False,,
CUST_002490,Mass_Market,India & Middle East,2023-11-07,StreamLocal³ Premium,45.86,14,False,,
CUST_002491,Mass_Market,India & Middle East,2023-09-16,Cubic³ Connectivity 50GB,49.31,16,False,,
CUST_002492,Mass_Market,North America,2023-12-08,Cubic³ Connectivity 50GB,48.47,13,False,,
CUST_002493,Fleet/Leasing,Asia-Pacific,2024-02-05,FleetWallet³ Pay,67.03,11,False,,
CUST_002494,Partner_Program,India & Middle East,2024-09-03,StreamLocal³ Premium,70.04,4,False,,
CUST_002495,Mass_Market,Europe & MENA,2024-09-23,Cubic³ Connectivity 15GB,76.56,3,False,,
CUST_002496,Premium_EV,Europe & MENA,2023-10-08,Cubic³ Connectivity 15GB,72.93,15,False,,
CUST_002497,Mass_Market,Europe & MENA,2023-02-24,StreamLocal³ Premium,27.72,23,False,,
CUST_002498,Partner_Program,Oceania,2024-01-17,Cubic³ Connectivity 15GB,32.44,12,False,,
CUST_002499,Fleet/Leasing,Europe & MENA,2023-05-03,StreamLocal³ Premium,22.35,20,False,,
CUST_002500,Mass_Market,Europe & MENA,2024-10-13,Explore³ Analytics,81.53,3,False,,
CUST_002501,Partner_Program,North America,2023-01-15,Cubic³ Connectivity 15GB,18.28,24,False,,
CUST_002502,Fleet/Leasing,Latin America,2023-01-24,Explore³ Analytics,53.12,24,True,2023-09-27,Switched OEM plan
CUST_002503,Premium_EV,Asia-Pacific,2024-11-25,DriverConnect³ Plus,38.74,1,False,,
CUST_002504,Partner_Program,Asia-Pacific,2023-06-29,Cubic³ Connectivity 15GB,54.1,18,True,2023-11-30,Price
CUST_002505,Fleet/Leasing,Oceania,2024-05-05,Cubic³ Connectivity 50GB,70.54,8,True,2025-05-08,Switched OEM plan
CUST_002506,Mass_Market,Oceania,2024-04-03,Cubic³ Connectivity 15GB,84.7,9,True,2025-09-20,Partner change
CUST_002507,Partner_Program,North America,2025-01-02,Explore³ Analytics,15.45,0,False,,
CUST_002508,Fleet/Leasing,Asia-Pacific,2024-04-28,FleetWallet³ Pay,23.96,8,False,,
CUST_002509,Fleet/Leasing,Oceania,2024-07-18,FleetWallet³ Pay,22.64,6,False,,
CUST_002510,Fleet/Leasing,Asia-Pacific,2023-06-28,FleetWallet³ Pay,41.33,18,False,,
CUST_002511,Fleet/Leasing,Latin America,2023-06-01,Explore³ Analytics,66.87,19,False,,
CUST_002512,Partner_Program,Latin America,2024-03-18,Cubic³ Connectivity 15GB,55.96,10,False,,
CUST_002513,Fleet/Leasing,Latin America,2024-10-22,DriverConnect³ Plus,44.91,2,False,,
CUST_002514,Mass_Market,Europe & MENA,2023-12-18,FleetWallet³ Pay,79.04,13,False,,
CUST_002515,Mass_Market,India & Middle East,2023-12-16,FleetWallet³ Pay,58.19,13,False,,
CUST_002516,Mass_Market,North America,2024-12-10,DriverConnect³ Plus,17.97,1,False,,
CUST_002517,Premium_EV,India & Middle East,2024-07-11,Cubic³ Connectivity 15GB,99.95,6,False,,
CUST_002518,Fleet/Leasing,India & Middle East,2024-11-11,Cubic³ Connectivity 50GB,66.0,2,False,,
CUST_002519,Fleet/Leasing,Asia-Pacific,2023-04-30,StreamLocal³ Premium,65.43,20,False,,
CUST_002520,Partner_Program,India & Middle East,2024-11-03,DriverConnect³ Plus,27.99,2,False,,
CUST_002521,Partner_Program,Oceania,2023-04-19,Cubic³ Connectivity 50GB,58.75,21,False,,
CUST_002522,Mass_Market,Oceania,2023-01-01,FleetWallet³ Pay,70.4,24,False,,
CUST_002523,Premium_EV,Oceania,2023-11-10,Cubic³ Connectivity 50GB,129.48,14,False,,
CUST_002524,Mass_Market,India & Middle East,2024-10-15,Cubic³ Connectivity 15GB,81.46,3,False,,
CUST_002525,Premium_EV,Europe & MENA,2023-10-30,Cubic³ Connectivity 15GB,60.89,14,False,,
CUST_002526,Premium_EV,Europe & MENA,2023-09-17,DriverConnect³ Plus,153.88,16,False,,
CUST_002527,Fleet/Leasing,Oceania,2024-02-17,Cubic³ Connectivity 15GB,62.94,11,False,,
CUST_002528,Partner_Program,Latin America,2023-08-02,StreamLocal³ Premium,43.28,17,False,,
CUST_002529,Partner_Program,Oceania,2024-09-21,FleetWallet³ Pay,15.06,3,False,,
CUST_002530,Premium_EV,Asia-Pacific,2023-11-24,StreamLocal³ Premium,38.88,13,False,,
CUST_002531,Partner_Program,India & Middle East,2023-04-11,DriverConnect³ Plus,62.27,21,False,,
CUST_002532,Fleet/Leasing,Oceania,2024-05-17,Cubic³ Connectivity 15GB,39.74,8,False,,
CUST_002533,Premium_EV,Asia-Pacific,2023-09-16,FleetWallet³ Pay,46.51,16,False,,
CUST_002534,Premium_EV,Asia-Pacific,2024-01-24,Explore³ Analytics,77.17,11,False,,
CUST_002535,Partner_Program,Europe & MENA,2023-11-27,StreamLocal³ Premium,52.34,13,False,,
CUST_002536,Partner_Program,North America,2024-09-20,DriverConnect³ Plus,18.93,3,False,,
CUST_002537,Premium_EV,India & Middle East,2024-03-31,Cubic³ Connectivity 15GB,97.76,9,False,,
CUST_002538,Partner_Program,India & Middle East,2024-10-31,Explore³ Analytics,15.56,2,False,,
CUST_002539,Partner_Program,North America,2024-04-07,StreamLocal³ Premium,74.31,9,True,2025-06-10,Support experience
CUST_002540,Premium_EV,Oceania,2023-06-08,Cubic³ Connectivity 15GB,59.89,19,False,,
CUST_002541,Premium_EV,Asia-Pacific,2024-10-31,Cubic³ Connectivity 50GB,131.56,2,True,2025-08-04,Switched OEM plan
CUST_002542,Fleet/Leasing,Oceania,2024-08-20,DriverConnect³ Plus,28.7,4,False,,
CUST_002543,Premium_EV,Europe & MENA,2023-06-18,Cubic³ Connectivity 50GB,51.5,19,False,,
CUST_002544,Premium_EV,Asia-Pacific,2024-05-23,StreamLocal³ Premium,134.29,7,False,,
CUST_002545,Fleet/Leasing,Oceania,2024-07-10,Cubic³ Connectivity 15GB,42.56,6,True,2025-12-28,Partner change
CUST_002546,Partner_Program,Europe & MENA,2023-03-08,Cubic³ Connectivity 15GB,31.18,22,False,,
CUST_002547,Fleet/Leasing,Asia-Pacific,2024-02-15,FleetWallet³ Pay,79.11,11,False,,
CUST_002548,Mass_Market,Europe & MENA,2023-01-25,Cubic³ Connectivity 50GB,18.31,24,False,,
CUST_002549,Mass_Market,Asia-Pacific,2024-11-06,FleetWallet³ Pay,39.25,2,False,,
CUST_002550,Premium_EV,Oceania,2023-07-09,FleetWallet³ Pay,86.66,18,False,,
CUST_002551,Mass_Market,North America,2023-05-31,StreamLocal³ Premium,21.72,19,False,,
CUST_002552,Premium_EV,Latin America,2023-03-03,FleetWallet³ Pay,133.51,22,True,2024-02-28,Partner change
CUST_002553,Premium_EV,Latin America,2023-05-21,StreamLocal³ Premium,150.09,20,False,,
CUST_002554,Mass_Market,North America,2024-11-10,DriverConnect³ Plus,46.91,2,False,,
CUST_002555,Mass_Market,Asia-Pacific,2024-07-20,Explore³ Analytics,57.77,5,False,,
CUST_002556,Premium_EV,North America,2024-11-14,Cubic³ Connectivity 50GB,142.23,2,False,,
CUST_002557,Premium_EV,Asia-Pacific,2024-06-09,Cubic³ Connectivity 15GB,105.77,7,False,,
CUST_002558,Partner_Program,Oceania,2024-01-06,Cubic³ Connectivity 50GB,72.44,12,False,,
CUST_002559,Partner_Program,Europe & MENA,2023-11-25,DriverConnect³ Plus,14.02,13,False,,
CUST_002560,Fleet/Leasing,Asia-Pacific,2024-04-05,FleetWallet³ Pay,73.06,9,False,,
CUST_002561,Mass_Market,Asia-Pacific,2024-09-21,FleetWallet³ Pay,76.88,3,False,,
CUST_002562,Mass_Market,North America,2024-09-05,FleetWallet³ Pay,33.0,4,False,,
CUST_002563,Partner_Program,India & Middle East,2023-02-01,DriverConnect³ Plus,16.84,23,True,2023-09-28,Network QoS
CUST_002564,Fleet/Leasing,Latin America,2024-02-07,StreamLocal³ Premium,45.91,11,False,,
CUST_002565,Fleet/Leasing,Latin America,2024-07-02,FleetWallet³ Pay,35.88,6,False,,
CUST_002566,Partner_Program,India & Middle East,2024-05-14,DriverConnect³ Plus,67.29,8,False,,
CUST_002567,Mass_Market,Asia-Pacific,2023-12-12,Cubic³ Connectivity 15GB,62.47,13,False,,
CUST_002568,Premium_EV,Latin America,2024-10-06,StreamLocal³ Premium,151.77,3,False,,
CUST_002569,Mass_Market,Latin America,2023-11-28,Cubic³ Connectivity 50GB,53.32,13,False,,
CUST_002570,Fleet/Leasing,North America,2023-12-10,FleetWallet³ Pay,61.36,13,False,,
CUST_002571,Partner_Program,Oceania,2024-11-05,Cubic³ Connectivity 50GB,68.09,2,False,,
CUST_002572,Mass_Market,Oceania,2023-10-30,Cubic³ Connectivity 50GB,62.16,14,False,,
CUST_002573,Fleet/Leasing,North America,2024-04-18,FleetWallet³ Pay,49.97,9,True,2025-05-11,Switched OEM plan
CUST_002574,Mass_Market,India & Middle East,2024-10-10,StreamLocal³ Premium,25.36,3,False,,
CUST_002575,Partner_Program,Latin America,2023-09-09,DriverConnect³ Plus,47.36,16,False,,
CUST_002576,Partner_Program,India & Middle East,2023-12-16,Cubic³ Connectivity 50GB,30.59,13,True,2024-07-20,Support experience
CUST_002577,Partner_Program,Europe & MENA,2023-03-10,Cubic³ Connectivity 50GB,71.28,22,False,,
CUST_002578,Partner_Program,Asia-Pacific,2024-07-17,FleetWallet³ Pay,71.94,6,False,,
CUST_002579,Partner_Program,North America,2023-09-30,Cubic³ Connectivity 15GB,83.66,15,False,,
CUST_002580,Partner_Program,India & Middle East,2023-04-21,DriverConnect³ Plus,43.91,21,False,,
CUST_002581,Mass_Market,North America,2023-05-06,StreamLocal³ Premium,67.49,20,False,,
CUST_002582,Premium_EV,Europe & MENA,2023-10-12,Cubic³ Connectivity 15GB,103.56,15,False,,
CUST_002583,Premium_EV,Oceania,2024-12-04,DriverConnect³ Plus,60.61,1,False,,
CUST_002584,Premium_EV,Europe & MENA,2023-04-25,StreamLocal³ Premium,157.1,21,False,,
CUST_002585,Fleet/Leasing,Asia-Pacific,2023-09-04,Cubic³ Connectivity 50GB,28.09,16,False,,
CUST_002586,Fleet/Leasing,India & Middle East,2023-12-29,Cubic³ Connectivity 50GB,23.07,12,False,,
CUST_002587,Fleet/Leasing,North America,2023-06-25,DriverConnect³ Plus,26.83,19,False,,
CUST_002588,Mass_Market,Europe & MENA,2024-08-07,Explore³ Analytics,56.83,5,False,,
CUST_002589,Partner_Program,Europe & MENA,2023-04-08,Cubic³ Connectivity 50GB,73.71,21,False,,
CUST_002590,Partner_Program,India & Middle East,2023-06-19,Cubic³ Connectivity 50GB,78.99,19,False,,
CUST_002591,Premium_EV,North America,2024-11-18,StreamLocal³ Premium,89.4,1,False,,
CUST_002592,Partner_Program,Asia-Pacific,2023-08-07,Cubic³ Connectivity 50GB,19.33,17,True,2025-02-01,Support experience
CUST_002593,Mass_Market,Oceania,2024-01-29,FleetWallet³ Pay,66.8,11,True,2025-01-31,Switched OEM plan
CUST_002594,Partner_Program,Asia-Pacific,2024-06-20,StreamLocal³ Premium,35.51,6,False,,
CUST_002595,Partner_Program,Asia-Pacific,2024-09-13,Cubic³ Connectivity 50GB,39.23,4,False,,
CUST_002596,Partner_Program,North America,2024-02-18,Cubic³ Connectivity 50GB,27.91,11,False,,
CUST_002597,Fleet/Leasing,North America,2025-01-02,StreamLocal³ Premium,77.59,0,False,,
CUST_002598,Partner_Program,Europe & MENA,2024-12-03,FleetWallet³ Pay,29.82,1,False,,
CUST_002599,Partner_Program,Oceania,2023-01-23,DriverConnect³ Plus,53.73,24,False,,
CUST_002600,Premium_EV,Asia-Pacific,2024-03-22,Explore³ Analytics,90.67,9,False,,
CUST_002601,Partner_Program,Latin America,2023-12-23,Cubic³ Connectivity 50GB,31.65,12,False,,
CUST_002602,Fleet/Leasing,Asia-Pacific,2023-06-11,Cubic³ Connectivity 50GB,28.0,19,False,,
CUST_002603,Mass_Market,Europe & MENA,2024-01-26,StreamLocal³ Premium,15.5,11,False,,
CUST_002604,Mass_Market,Europe & MENA,2024-09-22,Explore³ Analytics,52.36,3,False,,
CUST_002605,Fleet/Leasing,Asia-Pacific,2023-06-02,StreamLocal³ Premium,22.34,19,False,,
CUST_002606,Mass_Market,North America,2024-02-24,StreamLocal³ Premium,24.16,10,True,2024-08-26,Partner change
CUST_002607,Premium_EV,India & Middle East,2024-11-01,Explore³ Analytics,56.99,2,False,,
CUST_002608,Partner_Program,North America,2023-08-30,Cubic³ Connectivity 15GB,70.96,16,False,,
CUST_002609,Premium_EV,Europe & MENA,2023-04-14,StreamLocal³ Premium,137.16,21,False,,
CUST_002610,Premium_EV,Asia-Pacific,2024-07-20,StreamLocal³ Premium,125.4,5,False,,
CUST_002611,Mass_Market,North America,2023-01-09,StreamLocal³ Premium,74.44,24,False,,
CUST_002612,Premium_EV,India & Middle East,2024-05-31,Cubic³ Connectivity 15GB,84.23,7,False,,
CUST_002613,Partner_Program,North America,2023-05-16,Cubic³ Connectivity 50GB,74.9,20,False,,
CUST_002614,Fleet/Leasing,Asia-Pacific,2023-09-09,DriverConnect³ Plus,24.79,16,True,2024-08-18,Switched OEM plan
CUST_002615,Premium_EV,Europe & MENA,2024-01-22,Cubic³ Connectivity 50GB,35.07,11,False,,
CUST_002616,Partner_Program,Oceania,2024-02-09,FleetWallet³ Pay,51.53,11,False,,
CUST_002617,Partner_Program,Oceania,2024-06-16,StreamLocal³ Premium,69.41,7,False,,
CUST_002618,Partner_Program,Latin America,2024-06-20,DriverConnect³ Plus,24.18,6,False,,
CUST_002619,Mass_Market,Europe & MENA,2023-07-31,Cubic³ Connectivity 15GB,55.79,17,False,,
CUST_002620,Fleet/Leasing,Europe & MENA,2024-09-10,DriverConnect³ Plus,39.93,4,False,,
CUST_002621,Premium_EV,Latin America,2024-05-13,Cubic³ Connectivity 50GB,128.79,8,False,,
CUST_002622,Mass_Market,Asia-Pacific,2024-08-27,Explore³ Analytics,22.21,4,False,,
CUST_002623,Partner_Program,North America,2023-05-26,Cubic³ Connectivity 15GB,77.74,20,False,,
CUST_002624,Fleet/Leasing,Asia-Pacific,2024-02-13,DriverConnect³ Plus,64.04,11,False,,
CUST_002625,Mass_Market,Asia-Pacific,2023-05-14,DriverConnect³ Plus,82.05,20,False,,
CUST_002626,Mass_Market,Oceania,2023-04-14,StreamLocal³ Premium,39.3,21,False,,
CUST_002627,Partner_Program,Oceania,2024-03-19,Cubic³ Connectivity 15GB,55.67,10,False,,
CUST_002628,Partner_Program,Europe & MENA,2024-05-05,Cubic³ Connectivity 15GB,37.73,8,False,,
CUST_002629,Mass_Market,Europe & MENA,2023-04-14,Cubic³ Connectivity 50GB,66.34,21,False,,
CUST_002630,Premium_EV,Europe & MENA,2024-06-05,Cubic³ Connectivity 50GB,113.83,7,False,,
CUST_002631,Partner_Program,Asia-Pacific,2023-12-09,FleetWallet³ Pay,45.6,13,False,,
CUST_002632,Fleet/Leasing,Latin America,2023-02-22,FleetWallet³ Pay,54.75,23,False,,
CUST_002633,Partner_Program,Asia-Pacific,2024-06-10,Cubic³ Connectivity 15GB,60.64,7,False,,
CUST_002634,Premium_EV,North America,2024-01-22,StreamLocal³ Premium,117.58,11,False,,
CUST_002635,Fleet/Leasing,North America,2023-05-26,Cubic³ Connectivity 50GB,18.8,20,False,,
CUST_002636,Partner_Program,North America,2023-02-12,Cubic³ Connectivity 15GB,34.11,23,False,,
CUST_002637,Mass_Market,Asia-Pacific,2024-08-05,Cubic³ Connectivity 50GB,42.48,5,False,,
CUST_002638,Mass_Market,Asia-Pacific,2024-07-14,FleetWallet³ Pay,30.63,6,False,,
CUST_002639,Premium_EV,Europe & MENA,2023-06-17,Cubic³ Connectivity 15GB,68.19,19,False,,
CUST_002640,Premium_EV,North America,2024-04-24,Cubic³ Connectivity 50GB,150.6,8,False,,
CUST_002641,Premium_EV,Oceania,2024-04-15,StreamLocal³ Premium,112.1,9,False,,
CUST_002642,Partner_Program,Latin America,2024-08-13,FleetWallet³ Pay,52.0,5,False,,
CUST_002643,Fleet/Leasing,Oceania,2024-11-11,StreamLocal³ Premium,50.45,2,False,,
CUST_002644,Fleet/Leasing,India & Middle East,2023-09-09,Cubic³ Connectivity 50GB,71.49,16,False,,
CUST_002645,Fleet/Leasing,Latin America,2024-06-05,StreamLocal³ Premium,48.42,7,False,,
CUST_002646,Partner_Program,Europe & MENA,2024-08-28,StreamLocal³ Premium,70.52,4,False,,
CUST_002647,Mass_Market,India & Middle East,2023-08-17,Cubic³ Connectivity 50GB,76.29,17,False,,
CUST_002648,Mass_Market,Europe & MENA,2024-12-15,FleetWallet³ Pay,48.93,1,False,,
CUST_002649,Partner_Program,Asia-Pacific,2024-08-03,StreamLocal³ Premium,33.83,5,False,,
CUST_002650,Partner_Program,Oceania,2023-03-09,StreamLocal³ Premium,79.61,22,True,2024-07-26,Support experience
CUST_002651,Mass_Market,Asia-Pacific,2024-04-29,Cubic³ Connectivity 15GB,36.37,8,False,,
CUST_002652,Fleet/Leasing,North America,2024-05-13,DriverConnect³ Plus,79.73,8,False,,
CUST_002653,Mass_Market,Asia-Pacific,2024-03-16,Cubic³ Connectivity 50GB,32.91,10,False,,
CUST_002654,Mass_Market,Latin America,2023-06-13,FleetWallet³ Pay,35.88,19,False,,
CUST_002655,Premium_EV,Europe & MENA,2023-03-26,Cubic³ Connectivity 15GB,134.52,22,True,2024-09-04,Support experience
CUST_002656,Premium_EV,Oceania,2024-10-25,Cubic³ Connectivity 50GB,158.98,2,True,2025-07-23,Network QoS
CUST_002657,Mass_Market,Latin America,2024-01-11,Explore³ Analytics,62.05,12,False,,
CUST_002658,Fleet/Leasing,Oceania,2024-08-08,Cubic³ Connectivity 15GB,14.95,5,False,,
CUST_002659,Fleet/Leasing,Europe & MENA,2023-02-09,FleetWallet³ Pay,18.01,23,True,2023-05-10,Switched OEM plan
CUST_002660,Mass_Market,Asia-Pacific,2024-05-17,Cubic³ Connectivity 15GB,31.52,8,False,,
CUST_002661,Premium_EV,India & Middle East,2023-10-19,Cubic³ Connectivity 50GB,43.12,15,False,,
CUST_002662,Fleet/Leasing,North America,2024-10-20,Explore³ Analytics,49.59,2,False,,
CUST_002663,Mass_Market,Oceania,2023-10-18,Cubic³ Connectivity 15GB,40.72,15,False,,
CUST_002664,Mass_Market,Oceania,2024-04-29,DriverConnect³ Plus,38.19,8,False,,
CUST_002665,Fleet/Leasing,Oceania,2024-12-23,DriverConnect³ Plus,42.51,0,False,,
CUST_002666,Fleet/Leasing,Oceania,2023-12-01,Cubic³ Connectivity 50GB,29.57,13,False,,
CUST_002667,Mass_Market,Europe & MENA,2023-03-23,Cubic³ Connectivity 15GB,54.9,22,True,2023-10-09,Support experience
CUST_002668,Mass_Market,North America,2025-01-10,Cubic³ Connectivity 15GB,32.62,0,False,,
CUST_002669,Fleet/Leasing,India & Middle East,2023-09-02,Explore³ Analytics,47.16,16,False,,
CUST_002670,Fleet/Leasing,Oceania,2023-08-03,DriverConnect³ Plus,59.9,17,False,,
CUST_002671,Partner_Program,North America,2023-12-20,Cubic³ Connectivity 15GB,15.57,13,False,,
CUST_002672,Fleet/Leasing,Asia-Pacific,2023-07-11,DriverConnect³ Plus,45.84,18,False,,
CUST_002673,Fleet/Leasing,Asia-Pacific,2023-05-17,StreamLocal³ Premium,66.41,20,False,,
CUST_002674,Fleet/Leasing,India & Middle East,2024-12-17,Cubic³ Connectivity 50GB,12.54,0,False,,
CUST_002675,Fleet/Leasing,Asia-Pacific,2023-04-06,DriverConnect³ Plus,75.91,21,False,,
CUST_002676,Premium_EV,North America,2023-09-03,FleetWallet³ Pay,110.49,16,False,,
CUST_002677,Mass_Market,Oceania,2023-07-04,DriverConnect³ Plus,14.81,18,True,2024-10-05,Price
CUST_002678,Fleet/Leasing,Latin America,2023-01-03,Cubic³ Connectivity 15GB,47.24,24,False,,
CUST_002679,Mass_Market,North America,2023-06-01,StreamLocal³ Premium,61.67,19,False,,
CUST_002680,Fleet/Leasing,India & Middle East,2024-02-05,FleetWallet³ Pay,84.54,11,False,,
CUST_002681,Mass_Market,Asia-Pacific,2025-01-18,Cubic³ Connectivity 15GB,45.21,-1,False,,
CUST_002682,Fleet/Leasing,India & Middle East,2024-04-12,Cubic³ Connectivity 15GB,32.77,9,True,2024-09-13,Support experience
CUST_002683,Partner_Program,Asia-Pacific,2024-09-15,FleetWallet³ Pay,28.86,4,False,,
CUST_002684,Mass_Market,Asia-Pacific,2023-09-29,StreamLocal³ Premium,77.08,15,False,,
CUST_002685,Mass_Market,Oceania,2024-08-16,StreamLocal³ Premium,40.82,5,True,2025-07-06,Network QoS
CUST_002686,Mass_Market,Asia-Pacific,2023-09-02,DriverConnect³ Plus,12.16,16,True,2024-02-16,Price
CUST_002687,Partner_Program,Europe & MENA,2024-05-28,Explore³ Analytics,70.01,7,False,,
CUST_002688,Fleet/Leasing,India & Middle East,2024-11-10,Cubic³ Connectivity 15GB,48.25,2,False,,
CUST_002689,Fleet/Leasing,Europe & MENA,2023-08-29,DriverConnect³ Plus,52.94,16,False,,
CUST_002690,Mass_Market,Europe & MENA,2024-12-02,DriverConnect³ Plus,17.82,1,False,,
CUST_002691,Partner_Program,Europe & MENA,2023-04-12,Cubic³ Connectivity 50GB,79.97,21,False,,
CUST_002692,Mass_Market,Oceania,2023-10-27,Explore³ Analytics,30.77,14,False,,
CUST_002693,Partner_Program,North America,2025-01-16,Cubic³ Connectivity 50GB,38.38,-1,False,,
CUST_002694,Fleet/Leasing,Latin America,2024-07-09,Explore³ Analytics,52.05,6,True,2025-03-15,Network QoS
CUST_002695,Premium_EV,North America,2023-03-09,StreamLocal³ Premium,155.64,22,True,2024-09-11,Price
CUST_002696,Premium_EV,India & Middle East,2024-07-01,DriverConnect³ Plus,98.85,6,False,,
CUST_002697,Fleet/Leasing,Europe & MENA,2023-12-31,Cubic³ Connectivity 15GB,37.79,12,False,,
CUST_002698,Mass_Market,India & Middle East,2023-09-14,Explore³ Analytics,13.33,16,False,,
CUST_002699,Premium_EV,Europe & MENA,2023-06-16,Cubic³ Connectivity 50GB,77.76,19,False,,
CUST_002700,Mass_Market,Asia-Pacific,2024-10-08,StreamLocal³ Premium,14.17,3,False,,
CUST_002701,Partner_Program,Europe & MENA,2024-06-08,DriverConnect³ Plus,27.5,7,False,,
CUST_002702,Partner_Program,India & Middle East,2024-12-15,Cubic³ Connectivity 15GB,83.26,1,False,,
CUST_002703,Partner_Program,India & Middle East,2024-04-13,DriverConnect³ Plus,35.52,9,False,,
CUST_002704,Premium_EV,Europe & MENA,2024-04-08,Cubic³ Connectivity 50GB,35.47,9,False,,
CUST_002705,Fleet/Leasing,Oceania,2023-12-13,DriverConnect³ Plus,66.73,13,True,2025-01-28,Support experience
CUST_002706,Premium_EV,North America,2023-04-09,FleetWallet³ Pay,100.06,21,False,,
CUST_002707,Mass_Market,Asia-Pacific,2024-05-21,FleetWallet³ Pay,84.72,7,False,,
CUST_002708,Fleet/Leasing,Europe & MENA,2024-10-01,Cubic³ Connectivity 15GB,69.39,3,False,,
CUST_002709,Mass_Market,Latin America,2024-07-03,DriverConnect³ Plus,33.42,6,False,,
CUST_002710,Premium_EV,Latin America,2024-11-11,Cubic³ Connectivity 50GB,121.99,2,False,,
CUST_002711,Mass_Market,Latin America,2023-12-15,DriverConnect³ Plus,83.64,13,False,,
CUST_002712,Fleet/Leasing,Europe & MENA,2024-05-25,StreamLocal³ Premium,65.92,7,False,,
CUST_002713,Premium_EV,Latin America,2023-12-02,Cubic³ Connectivity 50GB,123.98,13,False,,
CUST_002714,Premium_EV,Latin America,2023-04-27,Cubic³ Connectivity 15GB,156.83,20,False,,
CUST_002715,Fleet/Leasing,Europe & MENA,2023-07-07,FleetWallet³ Pay,27.5,18,False,,
CUST_002716,Mass_Market,Europe & MENA,2023-10-11,StreamLocal³ Premium,73.43,15,False,,
CUST_002717,Premium_EV,Oceania,2024-07-16,FleetWallet³ Pay,143.79,6,False,,
CUST_002718,Fleet/Leasing,Europe & MENA,2024-02-18,Cubic³ Connectivity 15GB,34.77,11,False,,
CUST_002719,Premium_EV,Oceania,2023-12-08,StreamLocal³ Premium,127.64,13,False,,
CUST_002720,Premium_EV,India & Middle East,2023-01-05,Cubic³ Connectivity 15GB,146.43,24,True,2024-04-08,Support experience
CUST_002721,Premium_EV,Latin America,2023-06-12,FleetWallet³ Pay,152.46,19,False,,
CUST_002722,Mass_Market,Europe & MENA,2023-12-09,Cubic³ Connectivity 50GB,25.51,13,False,,
CUST_002723,Premium_EV,Oceania,2023-01-18,DriverConnect³ Plus,62.3,24,False,,
CUST_002724,Mass_Market,Oceania,2024-11-29,FleetWallet³ Pay,29.42,1,False,,
CUST_002725,Fleet/Leasing,India & Middle East,2025-01-17,Cubic³ Connectivity 50GB,47.96,-1,False,,
CUST_002726,Partner_Program,North America,2024-09-19,Explore³ Analytics,40.36,3,False,,
CUST_002727,Fleet/Leasing,Latin America,2023-05-20,DriverConnect³ Plus,83.08,20,False,,
CUST_002728,Fleet/Leasing,Latin America,2023-09-13,FleetWallet³ Pay,74.5,16,False,,
CUST_002729,Partner_Program,Latin America,2024-10-25,FleetWallet³ Pay,48.33,2,False,,
CUST_002730,Partner_Program,India & Middle East,2023-07-15,Explore³ Analytics,30.46,18,False,,
CUST_002731,Mass_Market,Oceania,2024-08-17,Cubic³ Connectivity 15GB,82.6,5,False,,
CUST_002732,Premium_EV,North America,2023-09-13,Explore³ Analytics,40.82,16,True,2025-01-19,Switched OEM plan
CUST_002733,Mass_Market,Latin America,2023-04-26,FleetWallet³ Pay,12.21,21,False,,
CUST_002734,Premium_EV,Oceania,2023-01-15,DriverConnect³ Plus,48.37,24,False,,
CUST_002735,Mass_Market,North America,2025-01-11,Explore³ Analytics,69.35,0,False,,
CUST_002736,Fleet/Leasing,Asia-Pacific,2024-01-23,Explore³ Analytics,49.88,11,False,,
CUST_002737,Mass_Market,Oceania,2023-05-30,Cubic³ Connectivity 50GB,40.41,19,False,,
CUST_002738,Mass_Market,Asia-Pacific,2024-05-15,StreamLocal³ Premium,43.93,8,False,,
CUST_002739,Partner_Program,Asia-Pacific,2023-06-12,Cubic³ Connectivity 15GB,69.04,19,False,,
CUST_002740,Partner_Program,India & Middle East,2023-10-24,Cubic³ Connectivity 50GB,42.18,14,False,,
CUST_002741,Mass_Market,Latin America,2023-10-14,Cubic³ Connectivity 50GB,43.11,15,True,2024-03-18,Partner change
CUST_002742,Partner_Program,Latin America,2023-11-07,Explore³ Analytics,28.38,14,False,,
CUST_002743,Fleet/Leasing,Asia-Pacific,2024-02-04,StreamLocal³ Premium,23.71,11,False,,
CUST_002744,Mass_Market,Europe & MENA,2023-08-29,Explore³ Analytics,47.47,16,False,,
CUST_002745,Mass_Market,Europe & MENA,2023-10-02,Explore³ Analytics,39.07,15,False,,
CUST_002746,Premium_EV,Latin America,2024-11-05,FleetWallet³ Pay,134.93,2,False,,
