feedback_date,region,feedback_type,total_feedback_count,complaint_count,compliment_count,inquiry_count,avg_sentiment_score,negative_sentiment_count,neutral_sentiment_count,positive_sentiment_count,network_issue_count,billing_issue_count,service_issue_count,other_issue_count
2024-11-14,Latin America,Email,363,177,5,181,0.22,151,106,106,104,34,39,0
2024-11-14,Latin America,Social,252,124,79,49,-0.28,76,77,99,43,11,5,65
2024-11-14,Latin America,Chat,62,18,0,44,0.33,15,29,18,10,0,4,4
2024-11-14,Asia-Pacific,Call,439,137,114,188,-0.2,93,183,163,92,6,27,12
2024-11-14,Asia-Pacific,Email,518,258,52,208,-0.18,209,145,164,86,133,10,29
2024-11-14,Asia-Pacific,Social,285,139,13,133,-0.19,89,95,101,83,40,11,5
2024-11-14,Asia-Pacific,Chat,337,122,54,161,0.4,113,128,96,62,14,34,12
2024-11-14,India & Middle East,Call,402,33,60,309,-0.13,161,111,130,12,8,13,0
2024-11-14,India & Middle East,Email,327,137,9,181,0.43,75,158,94,47,40,35,15
2024-11-14,India & Middle East,Social,395,47,44,304,-0.16,135,172,88,5,9,30,3
2024-11-14,India & Middle East,Chat,325,91,18,216,-0.3,138,93,94,14,58,9,10
2024-11-14,Oceania,Call,286,32,82,172,-0.01,59,135,92,21,9,0,2
2024-11-14,Oceania,Email,175,62,7,106,-0.32,72,36,67,57,3,2,0
2024-11-14,Oceania,Social,266,27,88,151,0.24,111,101,54,0,19,3,5
2024-11-14,Oceania,Chat,465,7,104,354,-0.16,204,139,122,7,1,0,0
2024-11-15,Europe & MENA,Call,332,117,86,129,0.42,114,149,69,70,19,6,22
2024-11-15,Europe & MENA,Email,421,137,134,150,0.25,86,229,106,107,16,2,12
2024-11-15,Europe & MENA,Social,125,48,34,43,0.36,29,59,37,12,3,21,12
2024-11-15,Europe & MENA,Chat,108,15,0,93,0.17,29,57,22,11,0,4,0
2024-11-15,North America,Call,482,221,92,169,0.01,186,176,120,172,45,3,1
2024-11-15,North America,Email,506,132,50,324,-0.12,150,171,185,97,4,19,12
2024-11-15,North America,Social,505,217,74,214,-0.17,149,162,194,42,116,38,21
2024-11-15,North America,Chat,66,32,3,31,0.16,27,21,18,14,15,0,3
2024-11-15,Latin America,Call,379,100,1,278,-0.04,127,148,104,80,3,5,12
2024-11-15,Latin America,Email,221,79,26,116,0.44,45,104,72,60,17,2,0
2024-11-15,Latin America,Social,379,3,122,254,-0.3,145,108,126,3,2,1,0
2024-11-15,Latin America,Chat,121,43,18,60,-0.09,29,52,40,34,0,0,9
2024-11-15,Asia-Pacific,Call,166,36,31,99,-0.09,45,76,45,9,15,6,6
2024-11-15,Asia-Pacific,Email,438,149,109,180,-0.35,121,208,109,54,34,5,56
2024-11-15,Asia-Pacific,Social,470,31,43,396,-0.27,125,219,126,4,5,17,5
2024-11-15,Asia-Pacific,Chat,163,69,7,87,0.27,34,82,47,68,1,18,0
2024-11-15,India & Middle East,Call,296,39,29,228,0.36,87,131,78,1,12,20,6
2024-11-15,India & Middle East,Email,340,86,111,143,0.43,128,101,111,59,13,9,5
2024-11-15,India & Middle East,Social,428,28,133,267,0.33,130,175,123,27,0,1,0
2024-11-15,India & Middle East,Chat,162,4,34,124,0.03,61,52,49,2,0,2,0
2024-11-15,Oceania,Call,333,5,19,309,-0.01,104,127,102,4,0,1,0
2024-11-15,Oceania,Email,71,33,11,27,0.42,24,23,24,21,5,7,0
2024-11-15,Oceania,Social,75,22,14,39,0.29,29,31,15,9,6,1,6
2024-11-15,Oceania,Chat,347,126,24,197,0.4,101,111,135,50,34,29,13
2024-11-16,Europe & MENA,Call,465,30,42,393,0.43,98,245,122,26,4,25,0
2024-11-16,Europe & MENA,Email,277,0,90,187,-0.28,66,110,101,0,0,0,0
2024-11-16,Europe & MENA,Social,164,20,5,139,0.03,50,81,33,8,8,3,1
2024-11-16,Europe & MENA,Chat,69,27,10,32,-0.07,29,20,20,7,7,9,4
2024-11-16,North America,Call,491,122,106,263,-0.04,139,236,116,47,38,5,32
2024-11-16,North America,Email,216,0,68,148,-0.32,86,74,56,0,0,0,0
2024-11-16,North America,Social,381,133,11,237,-0.05,126,113,142,34,56,22,21
2024-11-16,North America,Chat,233,3,9,221,0.01,90,96,47,2,1,0,0
2024-11-16,Latin America,Call,388,15,15,358,0.32,126,183,79,0,5,1,9
2024-11-16,Latin America,Email,464,65,11,388,0.26,93,219,152,0,28,29,8
2024-11-16,Latin America,Social,498,209,150,139,0.06,185,127,186,27,149,8,25
2024-11-16,Latin America,Chat,64,21,4,39,-0.12,15,29,20,20,1,0,0
2024-11-16,Asia-Pacific,Call,444,113,101,230,0.12,188,166,90,52,1,20,40
2024-11-16,Asia-Pacific,Email,151,23,35,93,-0.22,34,70,47,19,0,2,2
2024-11-16,Asia-Pacific,Social,109,47,35,27,0.07,23,56,30,5,5,35,2
2024-11-16,Asia-Pacific,Chat,236,89,50,97,0.12,92,59,85,9,56,2,22
2024-11-16,India & Middle East,Call,339,88,36,215,0.22,150,70,119,5,55,6,22
2024-11-16,India & Middle East,Email,216,4,32,180,-0.18,86,48,82,4,4,0,0
2024-11-16,India & Middle East,Social,97,41,4,52,-0.21,33,36,28,11,3,20,7
2024-11-16,India & Middle East,Chat,62,31,7,24,0.16,12,36,14,8,10,5,8
2024-11-16,Oceania,Call,115,27,15,73,-0.27,43,35,37,8,12,3,4
2024-11-16,Oceania,Email,361,169,79,113,-0.28,84,200,77,120,3,31,15
2024-11-16,Oceania,Social,351,27,67,257,0.21,123,133,95,14,11,0,2
2024-11-16,Oceania,Chat,197,64,15,118,-0.13,83,74,40,35,23,5,1
2024-11-17,Europe & MENA,Call,473,136,5,332,0.4,189,122,162,109,26,1,0
2024-11-17,Europe & MENA,Email,125,36,25,64,0.23,32,62,31,21,5,1,9
2024-11-17,Europe & MENA,Social,387,185,74,128,-0.04,78,208,101,140,29,0,16
2024-11-17,Europe & MENA,Chat,76,16,0,60,-0.28,30,20,26,5,10,0,1
2024-11-17,North America,Call,225,62,43,120,-0.16,88,90,47,38,14,0,10
2024-11-17,North America,Email,76,32,15,29,-0.11,24,27,25,30,0,2,0
2024-11-17,North America,Social,155,44,1,110,0.37,57,40,58,28,9,7,0
2024-11-17,North America,Chat,171,83,51,37,0.22,70,59,42,41,35,2,5
2024-11-17,Latin America,Call,99,8,8,83,0.3,42,19,38,8,3,0,0
2024-11-17,Latin America,Email,285,60,29,196,-0.13,58,123,104,8,34,3,15
2024-11-17,Latin America,Social,165,31,47,87,-0.32,38,92,35,3,2,23,3
2024-11-17,Latin America,Chat,282,134,68,80,-0.1,82,89,111,104,15,3,12
2024-11-17,Asia-Pacific,Call,415,43,100,272,-0.32,156,141,118,22,2,6,13
2024-11-17,Asia-Pacific,Email,403,168,92,143,0.45,175,77,151,84,37,44,3
2024-11-17,Asia-Pacific,Social,170,19,47,104,0.08,57,62,51,9,3,3,4
2024-11-17,Asia-Pacific,Chat,68,28,3,37,0.32,22,25,21,13,1,3,11
2024-11-17,India & Middle East,Call,194,4,56,134,-0.05,50,98,46,2,0,1,1
2024-11-17,India & Middle East,Email,472,112,3,357,0.06,120,182,170,80,7,14,11
2024-11-17,India & Middle East,Social,211,88,67,56,0.15,51,110,50,83,2,0,3
2024-11-17,India & Middle East,Chat,373,60,101,212,-0.14,130,140,103,31,15,6,8
2024-11-17,Oceania,Call,383,17,98,268,0.02,153,83,147,13,2,1,1
2024-11-17,Oceania,Email,262,90,80,92,-0.3,71,94,97,3,43,0,44
2024-11-17,Oceania,Social,151,15,27,109,0.21,32,89,30,14,1,6,0
2024-11-17,Oceania,Chat,276,22,68,186,-0.19,113,108,55,0,10,6,6
2024-11-18,Europe & MENA,Call,408,192,21,195,0.02,108,158,142,187,1,3,1
2024-11-18,Europe & MENA,Email,122,13,28,81,-0.24,40,47,35,11,2,4,0
2024-11-18,Europe & MENA,Social,276,122,66,88,-0.19,77,143,56,120,0,0,2
2024-11-18,Europe & MENA,Chat,294,122,32,140,-0.16,68,158,68,64,34,2,22
2024-11-18,North America,Call,422,155,5,262,0.41,88,237,97,134,7,14,0
2024-11-18,North America,Email,127,35,19,73,-0.32,33,45,49,12,1,10,12
2024-11-18,North America,Social,87,27,20,40,0.37,25,39,23,14,2,11,0
2024-11-18,North America,Chat,216,2,11,203,0.03,58,98,60,2,2,1,0
2024-11-18,Latin America,Call,251,91,36,124,0.25,63,98,90,66,11,11,3
2024-11-18,Latin America,Email,257,102,77,78,0.18,79,97,81,100,1,0,1
2024-11-18,Latin America,Social,193,85,15,93,-0.31,52,81,60,72,11,1,1
2024-11-18,Latin America,Chat,122,50,8,64,0.3,25,55,42,8,23,6,13
2024-11-18,Asia-Pacific,Call,104,34,27,43,-0.12,41,26,37,24,2,0,8
2024-11-18,Asia-Pacific,Email,221,106,26,89,0.1,57,109,55,32,22,40,12
2024-11-18,Asia-Pacific,Social,505,81,55,369,0.36,176,133,196,60,9,6,6
2024-11-18,Asia-Pacific,Chat,315,24,6,285,0.28,102,111,102,1,6,2,15
2024-11-18,India & Middle East,Call,239,81,18,140,-0.31,70,116,53,22,49,6,4
2024-11-18,India & Middle East,Email,337,68,25,244,0.44,144,122,71,25,38,2,3
2024-11-18,India & Middle East,Social,145,10,2,133,-0.02,50,64,31,4,0,1,5
2024-11-18,India & Middle East,Chat,111,30,12,69,-0.31,48,37,26,25,1,3,1
2024-11-18,Oceania,Call,513,36,116,361,-0.08,172,156,185,11,13,6,6
2024-11-18,Oceania,Email,290,108,77,105,-0.3,106,96,88,73,11,13,11
2024-11-18,Oceania,Social,490,114,147,229,-0.31,155,154,181,11,35,33,35
2024-11-18,Oceania,Chat,446,95,137,214,-0.27,108,179,159,35,48,8,4
2024-11-19,Europe & MENA,Call,293,23,29,241,0.39,101,112,80,18,4,1,0
2024-11-19,Europe & MENA,Email,255,53,56,146,0.35,102,82,71,35,9,3,6
2024-11-19,Europe & MENA,Social,194,44,37,113,0.44,53,95,46,16,8,4,16
2024-11-19,Europe & MENA,Chat,108,2,13,93,0.21,42,40,26,2,1,2,0
2024-11-19,North America,Call,286,110,53,123,0.03,113,95,78,12,81,15,2
2024-11-19,North America,Email,173,48,31,94,0.04,61,51,61,10,28,0,10
2024-11-19,North America,Social,317,15,99,203,-0.1,121,108,88,3,7,2,3
2024-11-19,North America,Chat,335,39,34,262,-0.22,67,150,118,36,0,0,3
2024-11-19,Latin America,Call,72,22,13,37,-0.1,18,37,17,21,0,0,1
2024-11-19,Latin America,Email,163,47,2,114,-0.07,44,60,59,13,27,7,0
2024-11-19,Latin America,Social,511,54,58,399,-0.08,224,121,166,49,3,1,1
2024-11-19,Latin America,Chat,75,29,24,22,-0.05,32,14,29,25,3,0,1
2024-11-19,Asia-Pacific,Call,330,38,96,196,0.38,142,115,73,8,26,3,1
2024-11-19,Asia-Pacific,Email,326,145,5,176,0.34,143,72,111,90,30,22,3
2024-11-19,Asia-Pacific,Social,454,151,63,240,0.16,199,140,115,10,6,63,72
2024-11-19,Asia-Pacific,Chat,478,86,104,288,0.44,167,152,159,2,23,50,11
2024-11-19,India & Middle East,Call,373,148,62,163,0.07,88,146,139,113,15,11,9
2024-11-19,India & Middle East,Email,397,71,118,208,-0.01,138,147,112,40,23,0,8
2024-11-19,India & Middle East,Social,343,62,30,251,0.03,147,107,89,22,10,5,25
2024-11-19,India & Middle East,Chat,183,22,57,104,0.15,56,86,41,15,1,1,5
2024-11-19,Oceania,Call,153,65,23,65,-0.2,49,73,31,12,5,1,47
2024-11-19,Oceania,Email,165,81,25,59,0.12,43,68,54,22,5,9,45
2024-11-19,Oceania,Social,443,187,36,220,-0.29,146,192,105,50,97,19,21
2024-11-19,Oceania,Chat,448,155,131,162,0.24,169,104,175,34,62,40,19
2024-11-20,Europe & MENA,Call,514,70,107,337,0.28,138,248,128,42,22,5,1
2024-11-20,Europe & MENA,Email,316,122,56,138,-0.03,127,126,63,31,11,20,60
2024-11-20,Europe & MENA,Social,425,132,8,285,-0.2,92,247,86,128,2,1,1
2024-11-20,Europe & MENA,Chat,497,193,114,190,0.26,165,156,176,108,70,2,13
2024-11-20,North America,Call,79,12,24,43,-0.33,33,18,28,4,1,0,7
2024-11-20,North America,Email,220,12,7,201,-0.04,75,101,44,2,1,6,3
2024-11-20,North America,Social,382,178,116,88,0.15,138,112,132,171,4,2,1
2024-11-20,North America,Chat,288,100,79,109,-0.27,79,104,105,16,65,17,2
2024-11-20,Latin America,Call,232,1,73,158,0.4,60,82,90,0,0,0,1
2024-11-20,Latin America,Email,367,120,118,129,-0.01,120,121,126,62,50,6,2
2024-11-20,Latin America,Social,428,201,107,120,-0.32,132,171,125,130,40,12,19
2024-11-20,Latin America,Chat,428,36,42,350,0.29,132,125,171,2,15,19,0
2024-11-20,Asia-Pacific,Call,402,38,104,260,0.32,156,143,103,8,25,4,1
2024-11-20,Asia-Pacific,Email,394,58,99,237,0.4,102,205,87,11,47,24,0
2024-11-20,Asia-Pacific,Social,438,202,61,175,0.1,97,238,103,160,16,2,24
2024-11-20,Asia-Pacific,Chat,338,9,45,284,0.31,137,66,135,9,1,9,0
2024-11-20,India & Middle East,Call,392,140,59,193,-0.34,85,155,152,125,1,7,7
2024-11-20,India & Middle East,Email,213,87,14,112,-0.11,80,71,62,74,1,1,11
2024-11-20,India & Middle East,Social,362,9,60,293,-0.08,93,169,100,9,4,0,0
2024-11-20,India & Middle East,Chat,195,80,31,84,-0.04,59,77,59,29,50,1,0
2024-11-20,Oceania,Call,337,136,98,103,0.16,95,143,99,48,51,31,6
2024-11-20,Oceania,Email,339,2,25,312,-0.08,103,108,128,2,1,1,0
2024-11-20,Oceania,Social,266,107,41,118,0.03,57,118,91,103,3,0,1
2024-11-20,Oceania,Chat,321,90,39,192,0.09,104,95,122,76,6,1,7
2024-11-21,Europe & MENA,Call,351,95,33,223,-0.34,97,170,84,22,49,17,7
2024-11-21,Europe & MENA,Email,344,56,49,239,-0.13,109,137,98,2,20,11,23
2024-11-21,Europe & MENA,Social,394,54,124,216,-0.33,165,114,115,18,3,20,13
2024-11-21,Europe & MENA,Chat,129,29,27,73,-0.12,29,61,39,18,1,1,9
2024-11-21,North America,Call,412,77,76,259,0.4,84,203,125,53,22,2,0
2024-11-21,North America,Email,84,40,7,37,0.19,30,37,17,29,0,5,6
2024-11-21,North America,Social,520,58,4,458,0.42,125,244,151,57,0,0,1
2024-11-21,North America,Chat,449,67,46,336,0.05,89,256,104,50,6,5,6
2024-11-21,Latin America,Call,207,0,7,200,-0.22,84,82,41,0,0,0,0
2024-11-21,Latin America,Email,336,16,18,302,0.08,118,96,122,7,3,5,1
2024-11-21,Latin America,Social,338,19,53,266,0.43,125,140,73,3,5,3,8
2024-11-21,Latin America,Chat,232,79,73,80,-0.1,49,111,72,79,34,37,0
2024-11-21,Asia-Pacific,Call,424,66,102,256,0.25,112,173,139,52,3,6,5
2024-11-21,Asia-Pacific,Email,257,82,27,148,0.43,84,90,83,17,44,14,7
2024-11-21,Asia-Pacific,Social,432,99,67,266,0.1,125,142,165,93,5,1,0
2024-11-21,Asia-Pacific,Chat,455,16,82,357,-0.28,143,185,127,9,2,5,0
2024-11-21,India & Middle East,Call,363,167,28,168,0.01,148,137,78,131,13,21,2
2024-11-21,India & Middle East,Email,218,4,57,157,0.13,67,91,60,1,2,0,1
2024-11-21,India & Middle East,Social,263,87,16,160,-0.26,105,82,76,80,7,83,0
2024-11-21,India & Middle East,Chat,338,122,90,126,0.23,149,118,71,118,4,38,0
2024-11-21,Oceania,Call,289,138,19,132,0.36,108,112,69,134,2,1,1
2024-11-21,Oceania,Email,103,3,29,71,-0.02,31,49,23,0,2,0,1
2024-11-21,Oceania,Social,170,30,3,137,-0.06,66,39,65,7,4,1,18
2024-11-21,Oceania,Chat,139,27,4,108,-0.23,40,65,34,2,19,2,4
2024-11-22,Europe & MENA,Call,280,5,31,244,0.01,99,78,103,0,3,0,2
2024-11-22,Europe & MENA,Email,223,61,32,130,-0.15,52,113,58,33,26,1,1
2024-11-22,Europe & MENA,Social,507,189,133,185,0.29,173,224,110,2,48,22,117
2024-11-22,Europe & MENA,Chat,487,168,64,255,0.17,136,242,109,143,5,8,12
2024-11-22,North America,Call,198,48,46,104,0.1,60,91,47,18,1,22,7
2024-11-22,North America,Email,79,34,8,37,0.21,30,28,21,18,5,6,5
2024-11-22,North America,Social,386,13,10,363,-0.2,87,189,110,2,7,1,3
2024-11-22,North America,Chat,371,43,111,217,0.22,105,139,127,24,13,6,0
2024-11-22,Latin America,Call,217,77,39,101,0.44,44,125,48,53,16,8,0
2024-11-22,Latin America,Email,380,80,19,281,-0.24,136,92,152,37,26,5,12
2024-11-22,Latin America,Social,382,152,20,210,0.36,97,155,130,141,0,4,7
2024-11-22,Latin America,Chat,69,24,18,27,-0.26,31,13,25,12,7,5,0
2024-11-22,Asia-Pacific,Call,450,146,1,303,-0.23,148,170,132,27,51,56,12
2024-11-22,Asia-Pacific,Email,202,77,42,83,-0.1,50,82,70,16,7,10,44
2024-11-22,Asia-Pacific,Social,172,77,10,85,0.1,67,54,51,67,9,0,1
2024-11-22,Asia-Pacific,Chat,418,118,30,270,-0.34,182,120,116,115,1,0,2
2024-11-22,India & Middle East,Call,292,31,52,209,0.32,123,61,108,27,0,0,4
2024-11-22,India & Middle East,Email,61,30,19,12,0.39,24,18,19,26,4,19,0
2024-11-22,India & Middle East,Social,209,70,43,96,-0.16,94,58,57,29,8,16,17
2024-11-22,India & Middle East,Chat,131,35,22,74,0.08,38,48,45,0,13,19,3
2024-11-22,Oceania,Call,287,67,86,134,-0.12,67,157,63,52,0,2,13
2024-11-22,Oceania,Email,368,155,53,160,-0.02,98,126,144,108,5,26,16
2024-11-22,Oceania,Social,191,30,7,154,-0.27,46,90,55,14,14,2,0
2024-11-22,Oceania,Chat,302,9,65,228,-0.26,94,115,93,2,4,1,2
2024-11-23,Europe & MENA,Call,450,98,130,222,-0.24,153,207,90,12,80,1,5
2024-11-23,Europe & MENA,Email,486,140,83,263,-0.3,110,272,104,83,46,6,5
2024-11-23,Europe & MENA,Social,244,23,49,172,-0.29,103,77,64,4,14,5,0
2024-11-23,Europe & MENA,Chat,487,193,135,159,-0.3,189,142,156,15,140,13,25
2024-11-23,North America,Call,70,11,6,53,-0.11,16,37,17,9,1,1,0
2024-11-23,North America,Email,410,85,9,316,-0.16,103,161,146,80,4,0,1
2024-11-23,North America,Social,417,86,36,295,0.15,150,134,133,31,33,10,12
2024-11-23,North America,Chat,250,91,60,99,0.12,63,122,65,62,29,80,0
2024-11-23,Latin America,Call,102,49,6,47,0.15,28,54,20,28,2,10,9
2024-11-23,Latin America,Email,355,160,67,128,0.17,138,93,124,75,20,2,63
2024-11-23,Latin America,Social,337,60,77,200,0.21,68,154,115,60,7,27,0
2024-11-23,Latin America,Chat,297,143,71,83,0.34,102,89,106,33,67,40,3
2024-11-23,Asia-Pacific,Call,218,16,37,165,-0.1,71,63,84,10,3,0,3
2024-11-23,Asia-Pacific,Email,321,123,86,112,-0.19,71,138,112,59,2,34,28
2024-11-23,Asia-Pacific,Social,231,66,24,141,0.44,103,76,52,30,2,18,16
2024-11-23,Asia-Pacific,Chat,138,57,45,36,-0.29,39,56,43,18,16,5,18
2024-11-23,India & Middle East,Call,191,80,53,58,-0.05,51,75,65,51,18,2,9
2024-11-23,India & Middle East,Email,385,4,30,351,-0.08,95,148,142,1,0,0,3
2024-11-23,India & Middle East,Social,143,28,39,76,0.37,33,76,34,25,1,0,2
2024-11-23,India & Middle East,Chat,161,78,19,64,0.43,71,58,32,41,9,26,2
2024-11-23,Oceania,Call,497,22,34,441,0.35,201,163,133,17,0,5,0
2024-11-23,Oceania,Email,87,15,19,53,0.34,27,42,18,3,4,3,5
2024-11-23,Oceania,Social,413,59,94,260,-0.32,179,143,91,34,11,1,13
2024-11-23,Oceania,Chat,441,24,127,290,0.12,138,199,104,13,11,14,0
2024-11-24,Europe & MENA,Call,96,33,17,46,0.29,26,49,21,32,1,25,0
2024-11-24,Europe & MENA,Email,97,3,20,74,-0.02,24,54,19,2,0,1,0
2024-11-24,Europe & MENA,Social,492,140,87,265,0.08,220,174,98,111,10,13,6
2024-11-24,Europe & MENA,Chat,173,5,15,153,-0.16,40,82,51,2,2,1,0
2024-11-24,North America,Call,480,1,59,420,0.26,182,148,150,0,0,0,1
2024-11-24,North America,Email,503,166,108,229,-0.24,139,182,182,55,21,67,23
2024-11-24,North America,Social,391,181,79,131,-0.3,164,81,146,14,14,140,13
2024-11-24,North America,Chat,222,27,19,176,-0.19,50,117,55,14,13,22,0
2024-11-24,Latin America,Call,409,104,40,265,-0.03,179,102,128,70,10,9,15
2024-11-24,Latin America,Email,490,13,43,434,-0.13,108,282,100,3,0,3,7
2024-11-24,Latin America,Social,459,227,43,189,0.03,152,167,140,205,0,16,6
2024-11-24,Latin America,Chat,374,118,73,183,0.13,135,158,81,12,67,5,34
2024-11-24,Asia-Pacific,Call,257,89,4,164,0.04,92,63,102,44,33,8,4
2024-11-24,Asia-Pacific,Email,275,94,75,106,0.01,84,87,104,27,13,50,4
2024-11-24,Asia-Pacific,Social,324,42,6,276,-0.02,100,158,66,36,2,3,1
2024-11-24,Asia-Pacific,Chat,341,44,54,243,-0.26,78,179,84,32,8,3,1
2024-11-24,India & Middle East,Call,440,159,83,198,-0.35,194,126,120,58,52,26,23
2024-11-24,India & Middle East,Email,393,72,33,288,0.14,176,69,148,35,28,9,0
2024-11-24,India & Middle East,Social,69,31,14,24,-0.11,23,19,27,31,24,16,0
2024-11-24,India & Middle East,Chat,231,21,5,205,-0.06,92,80,59,18,1,0,2
2024-11-24,Oceania,Call,424,56,85,283,0.24,131,162,131,41,8,4,3
2024-11-24,Oceania,Email,287,91,75,121,0.3,95,113,79,45,16,6,24
2024-11-24,Oceania,Social,381,130,57,194,0.09,105,153,123,47,8,67,8
2024-11-24,Oceania,Chat,188,88,6,94,-0.33,42,76,70,62,5,12,9
2024-11-25,Europe & MENA,Call,242,7,20,215,0.39,63,116,63,1,5,0,1
2024-11-25,Europe & MENA,Email,191,53,49,89,0.15,58,69,64,29,21,3,0
2024-11-25,Europe & MENA,Social,324,63,92,169,0.05,113,145,66,38,14,5,6
2024-11-25,Europe & MENA,Chat,448,197,92,159,-0.28,98,201,149,187,0,9,1
2024-11-25,North America,Call,159,66,49,44,-0.24,54,69,36,43,20,2,1
2024-11-25,North America,Email,67,4,12,51,0.26,24,28,15,0,3,1,0
2024-11-25,North America,Social,437,127,45,265,0.32,145,148,144,50,10,58,9
2024-11-25,North America,Chat,167,78,7,82,0.05,51,67,49,46,22,6,4
2024-11-25,Latin America,Call,200,83,19,98,0.31,70,73,57,49,26,3,5
2024-11-25,Latin America,Email,476,110,33,333,0.35,126,214,136,27,83,11,0
2024-11-25,Latin America,Social,190,54,39,97,-0.19,84,63,43,30,21,3,0
2024-11-25,Latin America,Chat,90,44,28,18,0.41,34,33,23,24,16,4,0
2024-11-25,Asia-Pacific,Call,365,17,68,280,0.13,83,167,115,9,7,1,0
2024-11-25,Asia-Pacific,Email,494,65,10,419,-0.3,186,168,140,27,13,20,5
2024-11-25,Asia-Pacific,Social,502,91,47,364,0.12,153,219,130,56,33,0,2
2024-11-25,Asia-Pacific,Chat,86,17,14,55,-0.1,25,40,21,15,0,0,2
2024-11-25,India & Middle East,Call,352,49,106,197,-0.29,94,161,97,34,2,8,5
2024-11-25,India & Middle East,Email,147,61,19,67,-0.31,38,73,36,24,23,4,10
2024-11-25,India & Middle East,Social,421,184,108,129,-0.05,127,130,164,140,7,24,13
2024-11-25,India & Middle East,Chat,146,67,33,46,-0.01,43,54,49,31,16,9,11
2024-11-25,Oceania,Call,314,129,52,133,0.02,106,117,91,43,78,3,5
2024-11-25,Oceania,Email,90,1,15,74,0.35,23,45,22,0,0,1,0
2024-11-25,Oceania,Social,496,162,60,274,-0.08,160,209,127,145,10,4,3
2024-11-25,Oceania,Chat,281,118,73,90,-0.16,111,108,62,60,19,26,13
2024-11-26,Europe & MENA,Call,262,64,54,144,0.02,109,49,104,59,3,0,2
2024-11-26,Europe & MENA,Email,276,19,72,185,-0.07,86,115,75,4,4,0,11
2024-11-26,Europe & MENA,Social,492,106,72,314,-0.14,211,128,153,35,40,11,20
2024-11-26,Europe & MENA,Chat,135,52,32,51,-0.07,53,44,38,45,5,1,1
2024-11-26,North America,Call,156,39,6,111,0.23,42,63,51,30,4,3,2
2024-11-26,North America,Email,120,54,27,39,0.38,31,63,26,23,0,18,13
2024-11-26,North America,Social,488,134,128,226,0.21,134,253,101,87,12,19,16
2024-11-26,North America,Chat,489,61,1,427,0.33,196,171,122,20,27,6,8
2024-11-26,Latin America,Call,455,65,123,267,0.31,157,173,125,45,17,3,0
2024-11-26,Latin America,Email,139,47,14,78,0.23,49,36,54,17,22,2,6
2024-11-26,Latin America,Social,320,129,3,188,-0.12,89,116,115,2,120,3,4
2024-11-26,Latin America,Chat,154,65,49,40,0.11,68,45,41,13,3,41,8
2024-11-26,Asia-Pacific,Call,511,71,100,340,-0.14,103,214,194,17,5,13,36
2024-11-26,Asia-Pacific,Email,451,166,109,176,0.18,97,244,110,94,57,6,9
2024-11-26,Asia-Pacific,Social,354,7,39,308,-0.1,92,185,77,2,2,3,0
2024-11-26,Asia-Pacific,Chat,325,83,6,236,-0.35,72,188,65,42,0,12,29
2024-11-26,India & Middle East,Call,504,43,125,336,0.33,179,198,127,40,3,26,0
2024-11-26,India & Middle East,Email,180,74,26,80,0.06,67,74,39,44,29,1,0
2024-11-26,India & Middle East,Social,310,52,44,214,0.37,132,102,76,30,22,2,0
2024-11-26,India & Middle East,Chat,414,20,42,352,-0.05,155,127,132,13,0,3,4
2024-11-26,Oceania,Call,427,67,57,303,-0.11,161,140,126,67,34,12,0
2024-11-26,Oceania,Email,308,15,92,201,0.26,129,84,95,12,2,0,1
2024-11-26,Oceania,Social,415,193,91,131,0.08,103,154,158,124,29,16,24
2024-11-26,Oceania,Chat,283,33,73,177,0.08,98,83,102,14,13,2,4
2024-11-27,Europe & MENA,Call,245,20,20,205,-0.23,88,93,64,6,3,5,6
2024-11-27,Europe & MENA,Email,201,5,61,135,0.09,60,88,53,3,2,3,0
2024-11-27,Europe & MENA,Social,74,18,1,55,-0.27,20,29,25,0,9,8,1
2024-11-27,Europe & MENA,Chat,109,3,2,104,0.31,34,48,27,0,0,0,3
2024-11-27,North America,Call,301,69,46,186,0.41,108,91,102,67,2,14,0
2024-11-27,North America,Email,102,44,20,38,0.2,26,45,31,24,3,7,10
2024-11-27,North America,Social,301,37,33,231,-0.25,126,60,115,20,0,9,8
2024-11-27,North America,Chat,334,34,77,223,0.41,87,150,97,15,1,7,11
2024-11-27,Latin America,Call,356,155,39,162,0.19,85,194,77,75,64,4,12
2024-11-27,Latin America,Email,337,102,17,218,0.16,74,184,79,48,28,1,25
2024-11-27,Latin America,Social,123,61,32,30,0.28,29,55,39,47,8,6,0
2024-11-27,Latin America,Chat,462,200,46,216,0.07,141,217,104,198,0,0,2
2024-11-27,Asia-Pacific,Call,104,21,33,50,-0.21,41,26,37,12,8,0,1
2024-11-27,Asia-Pacific,Email,518,174,136,208,0.3,168,190,160,131,41,1,1
2024-11-27,Asia-Pacific,Social,225,32,2,191,-0.24,48,94,83,25,1,3,3
2024-11-27,Asia-Pacific,Chat,455,86,70,299,0.37,183,126,146,23,32,3,28
2024-11-27,India & Middle East,Call,271,103,35,133,-0.08,99,82,90,42,0,36,25
2024-11-27,India & Middle East,Email,349,114,69,166,-0.0,93,130,126,101,1,4,8
2024-11-27,India & Middle East,Social,300,43,97,160,0.34,90,128,82,42,1,10,0
2024-11-27,India & Middle East,Chat,335,136,19,180,-0.19,135,131,69,78,39,18,1
