tower_id,tower_name,region,network_type,capacity_date,total_bandwidth_gbps,used_bandwidth_gbps,available_bandwidth_gbps,utilization_pct,equipment_status,last_maintenance_date,next_scheduled_maintenance,expected_growth_pct,upgrade_recommended,estimated_capacity_exhaustion_date
TWR_0361,Cubic3 Node 361,Oceania,5G,2025-01-15,209.6,171.3,38.3,81.7,Degraded,2024-11-02,2025-05-02,25.5,True,2026-01-10
TWR_0362,Cubic3 Node 362,India & Middle East,Edge Node,2025-01-15,94.7,56.2,38.5,59.3,Active,2024-09-28,2025-06-27,18.6,False,2026-02-18
TWR_0363,Cubic3 Node 363,Oceania,5G,2025-01-15,119.6,75.3,44.3,63.0,Active,2024-07-20,2025-05-31,14.2,False,2026-02-01
TWR_0364,Cubic3 Node 364,India & Middle East,5G,2025-01-15,157.7,95.6,62.1,60.6,Active,2024-11-26,2025-04-08,9.5,False,2026-07-08
TWR_0365,Cubic3 Node 365,Asia-Pacific,5G,2025-01-15,128.7,78.8,49.9,61.2,Active,2024-09-15,2025-07-25,22.9,True,2026-09-10
TWR_0366,Cubic3 Node 366,Oceania,4G,2025-01-15,208.7,180.0,28.7,86.2,Degraded,2024-10-18,2025-04-04,16.7,True,2026-03-03
TWR_0367,Cubic3 Node 367,Europe & MENA,4G,2025-01-15,94.3,63.5,30.8,67.3,Active,2024-10-20,2025-06-24,18.8,False,2026-10-24
TWR_0368,Cubic3 Node 368,Asia-Pacific,4G,2025-01-15,105.0,69.4,35.6,66.1,Degraded,2024-10-10,2025-06-13,24.9,True,2026-05-30
TWR_0369,Cubic3 Node 369,Europe & MENA,Edge Node,2025-01-15,88.5,51.1,37.4,57.7,Active,2024-10-08,2025-03-24,20.8,True,2025-12-27
TWR_0370,Cubic3 Node 370,North America,5G,2025-01-15,146.5,65.9,80.6,45.0,Degraded,2024-10-15,2025-05-19,20.5,True,2026-05-11
TWR_0371,Cubic3 Node 371,Latin America,4G,2025-01-15,161.3,127.6,33.7,79.1,Active,2024-10-18,2025-07-18,12.8,True,2026-04-27
TWR_0372,Cubic3 Node 372,India & Middle East,4G,2025-01-15,103.6,58.1,45.5,56.1,Degraded,2024-09-25,2025-06-02,8.8,False,2026-07-27
TWR_0373,Cubic3 Node 373,Latin America,4G,2025-01-15,210.3,104.2,106.1,49.5,Degraded,2024-09-27,2025-03-27,19.6,False,2025-12-18
TWR_0374,Cubic3 Node 374,Asia-Pacific,Edge Node,2025-01-15,111.8,91.7,20.1,82.0,Degraded,2024-10-23,2025-03-13,11.9,True,2026-07-24
TWR_0375,Cubic3 Node 375,Oceania,Edge Node,2025-01-15,135.5,68.3,67.2,50.4,Active,2024-09-29,2025-05-20,14.8,False,2026-11-06
TWR_0376,Cubic3 Node 376,India & Middle East,5G,2025-01-15,146.3,77.5,68.8,53.0,Active,2024-12-01,2025-07-30,12.9,False,2025-11-19
TWR_0377,Cubic3 Node 377,Latin America,4G,2025-01-15,167.2,90.0,77.2,53.8,Active,2024-10-31,2025-06-10,19.5,False,2026-09-04
TWR_0378,Cubic3 Node 378,India & Middle East,5G,2025-01-15,129.6,95.3,34.3,73.5,Active,2024-08-10,2025-06-28,24.0,True,2026-10-16
TWR_0379,Cubic3 Node 379,Asia-Pacific,4G,2025-01-15,171.1,119.9,51.2,70.1,Degraded,2024-09-19,2025-06-13,21.7,True,2026-09-02
TWR_0380,Cubic3 Node 380,India & Middle East,4G,2025-01-15,181.5,133.0,48.5,73.3,Degraded,2024-10-26,2025-06-22,25.1,True,2026-04-13
TWR_0381,Cubic3 Node 381,Oceania,5G,2025-01-15,126.5,61.5,65.0,48.6,Active,2024-08-27,2025-03-19,15.1,False,2026-05-30
TWR_0382,Cubic3 Node 382,Europe & MENA,Edge Node,2025-01-15,86.9,57.0,29.9,65.6,Active,2024-08-20,2025-03-11,12.3,False,2026-06-30
TWR_0383,Cubic3 Node 383,North America,4G,2025-01-15,127.5,112.1,15.4,87.9,Active,2024-11-12,2025-03-29,20.7,True,2026-07-27
TWR_0384,Cubic3 Node 384,Europe & MENA,4G,2025-01-15,112.1,89.8,22.3,80.1,Active,2024-10-07,2025-06-03,25.6,True,2025-10-01
TWR_0385,Cubic3 Node 385,North America,5G,2025-01-15,95.4,45.6,49.8,47.8,Active,2024-08-14,2025-03-26,13.3,False,2025-11-03
TWR_0386,Cubic3 Node 386,Latin America,4G,2025-01-15,177.3,131.7,45.6,74.3,Active,2024-07-22,2025-08-02,19.8,False,2026-10-29
TWR_0387,Cubic3 Node 387,Latin America,4G,2025-01-15,177.6,95.8,81.8,53.9,Active,2024-11-10,2025-05-23,12.1,False,2026-01-26
TWR_0388,Cubic3 Node 388,Latin America,Edge Node,2025-01-15,201.8,172.9,28.9,85.7,Degraded,2024-09-15,2025-07-31,11.1,True,2026-08-19
TWR_0389,Cubic3 Node 389,North America,Edge Node,2025-01-15,124.0,95.7,28.3,77.2,Active,2024-08-10,2025-05-20,15.2,False,2027-01-05
TWR_0390,Cubic3 Node 390,India & Middle East,5G,2025-01-15,88.3,70.1,18.2,79.4,Active,2024-09-10,2025-05-25,10.9,True,2026-11-14
TWR_0391,Cubic3 Node 391,India & Middle East,5G,2025-01-15,129.4,77.6,51.8,60.0,Active,2024-09-25,2025-04-23,15.4,False,2026-08-19
TWR_0392,Cubic3 Node 392,Europe & MENA,4G,2025-01-15,135.4,72.6,62.8,53.6,Active,2024-12-08,2025-03-23,8.5,False,2026-08-17
TWR_0393,Cubic3 Node 393,Latin America,Edge Node,2025-01-15,164.5,76.3,88.2,46.4,Degraded,2024-08-26,2025-06-20,21.3,True,2026-12-07
TWR_0394,Cubic3 Node 394,India & Middle East,5G,2025-01-15,163.2,143.3,19.9,87.8,Active,2024-12-14,2025-05-06,10.3,True,2026-01-08
TWR_0395,Cubic3 Node 395,Asia-Pacific,4G,2025-01-15,103.4,61.6,41.8,59.6,Active,2024-12-08,2025-03-20,18.8,False,2026-12-31
TWR_0396,Cubic3 Node 396,Asia-Pacific,Edge Node,2025-01-15,162.6,118.5,44.1,72.9,Degraded,2024-08-01,2025-06-29,11.8,False,2026-10-01
TWR_0397,Cubic3 Node 397,India & Middle East,4G,2025-01-15,170.6,103.4,67.2,60.6,Active,2024-08-22,2025-05-16,17.7,False,2026-01-23
TWR_0398,Cubic3 Node 398,India & Middle East,Edge Node,2025-01-15,215.6,148.0,67.6,68.6,Active,2024-11-20,2025-05-19,23.4,True,2026-06-01
TWR_0399,Cubic3 Node 399,Latin America,5G,2025-01-15,110.1,72.2,37.9,65.6,Active,2024-07-27,2025-07-14,24.4,True,2026-01-26
TWR_0400,Cubic3 Node 400,Europe & MENA,5G,2025-01-15,207.2,120.6,86.6,58.2,Degraded,2024-09-27,2025-07-12,23.9,True,2026-12-07
TWR_0401,Cubic3 Node 401,Asia-Pacific,4G,2025-01-15,173.4,86.5,86.9,49.9,Active,2024-11-07,2025-03-23,18.6,False,2026-04-05
TWR_0402,Cubic3 Node 402,Oceania,5G,2025-01-15,128.5,106.9,21.6,83.2,Active,2024-09-13,2025-04-30,13.7,True,2026-12-31
TWR_0403,Cubic3 Node 403,Asia-Pacific,5G,2025-01-15,175.6,119.8,55.8,68.2,Active,2024-08-29,2025-04-24,19.3,False,2026-05-18
TWR_0404,Cubic3 Node 404,Oceania,5G,2025-01-15,180.3,134.4,45.9,74.5,Degraded,2024-12-09,2025-06-03,17.4,False,2026-07-15
TWR_0405,Cubic3 Node 405,North America,5G,2025-01-15,140.1,89.9,50.2,64.2,Active,2024-08-16,2025-05-22,19.4,False,2026-08-18
TWR_0406,Cubic3 Node 406,Latin America,5G,2025-01-15,179.3,123.1,56.2,68.7,Active,2024-11-25,2025-06-15,11.1,False,2026-06-02
TWR_0407,Cubic3 Node 407,North America,Edge Node,2025-01-15,168.6,142.9,25.7,84.8,Active,2024-08-05,2025-03-02,8.2,True,2026-01-29
TWR_0408,Cubic3 Node 408,North America,5G,2025-01-15,215.5,182.4,33.1,84.6,Degraded,2024-08-06,2025-05-02,10.1,True,2025-11-25
TWR_0409,Cubic3 Node 409,North America,5G,2025-01-15,202.7,165.5,37.2,81.6,Active,2024-11-07,2025-07-24,10.1,True,2025-11-08
TWR_0410,Cubic3 Node 410,India & Middle East,5G,2025-01-15,207.0,139.3,67.7,67.3,Degraded,2024-07-22,2025-06-11,15.5,False,2026-09-29
TWR_0411,Cubic3 Node 411,Asia-Pacific,5G,2025-01-15,191.6,113.7,77.9,59.3,Degraded,2024-12-13,2025-05-25,13.7,False,2026-08-13
TWR_0412,Cubic3 Node 412,Europe & MENA,4G,2025-01-15,123.7,52.5,71.2,42.4,Active,2024-07-20,2025-05-19,9.6,False,2026-05-31
TWR_0413,Cubic3 Node 413,Europe & MENA,4G,2025-01-15,126.7,74.3,52.4,58.6,Active,2024-10-18,2025-05-03,22.7,True,2025-10-26
TWR_0414,Cubic3 Node 414,Oceania,5G,2025-01-15,181.0,137.7,43.3,76.1,Degraded,2024-11-02,2025-05-17,13.9,False,2026-02-10
TWR_0415,Cubic3 Node 415,Asia-Pacific,5G,2025-01-15,184.5,107.4,77.1,58.2,Degraded,2024-10-09,2025-05-03,10.5,False,2026-09-04
TWR_0416,Cubic3 Node 416,Latin America,4G,2025-01-15,99.3,85.4,13.9,86.0,Degraded,2024-08-12,2025-06-24,12.3,True,2026-12-17
TWR_0417,Cubic3 Node 417,Asia-Pacific,4G,2025-01-15,180.6,83.8,96.8,46.4,Degraded,2024-07-27,2025-04-06,24.1,True,2026-02-09
TWR_0418,Cubic3 Node 418,Latin America,4G,2025-01-15,100.1,65.5,34.6,65.4,Degraded,2024-08-27,2025-05-11,24.8,True,2026-10-14
TWR_0419,Cubic3 Node 419,India & Middle East,5G,2025-01-15,135.0,92.4,42.6,68.4,Active,2024-08-02,2025-05-14,16.3,False,2026-12-19
TWR_0420,Cubic3 Node 420,North America,Edge Node,2025-01-15,110.6,50.4,60.2,45.6,Active,2024-11-09,2025-05-24,24.8,True,2026-01-17
TWR_0421,Cubic3 Node 421,Latin America,Edge Node,2025-01-15,176.3,118.1,58.2,67.0,Active,2024-11-27,2025-04-01,8.4,False,2026-09-02
TWR_0422,Cubic3 Node 422,India & Middle East,5G,2025-01-15,187.7,149.6,38.1,79.7,Degraded,2024-11-09,2025-05-29,14.3,True,2026-09-30
TWR_0423,Cubic3 Node 423,Oceania,5G,2025-01-15,198.7,110.3,88.4,55.5,Degraded,2024-07-31,2025-03-27,14.0,False,2026-11-07
TWR_0424,Cubic3 Node 424,North America,5G,2025-01-15,156.4,69.8,86.6,44.6,Active,2024-11-21,2025-03-29,10.1,False,2025-10-30
TWR_0425,Cubic3 Node 425,Oceania,Edge Node,2025-01-15,148.8,76.3,72.5,51.3,Active,2024-12-08,2025-05-04,11.2,False,2025-11-11
TWR_0426,Cubic3 Node 426,India & Middle East,5G,2025-01-15,148.1,96.0,52.1,64.8,Active,2024-11-25,2025-07-07,21.6,True,2025-11-07
TWR_0427,Cubic3 Node 427,Europe & MENA,4G,2025-01-15,86.1,68.4,17.7,79.4,Degraded,2024-10-05,2025-07-31,20.4,True,2025-12-18
TWR_0428,Cubic3 Node 428,Oceania,4G,2025-01-15,151.8,93.8,58.0,61.8,Active,2024-12-11,2025-04-19,21.7,True,2026-08-14
TWR_0429,Cubic3 Node 429,North America,5G,2025-01-15,179.3,91.2,88.1,50.9,Degraded,2024-07-22,2025-05-30,15.4,False,2025-12-09
TWR_0430,Cubic3 Node 430,Asia-Pacific,4G,2025-01-15,132.1,103.5,28.6,78.3,Active,2024-12-05,2025-05-21,8.6,True,2025-10-30
TWR_0431,Cubic3 Node 431,Latin America,4G,2025-01-15,124.3,105.4,18.9,84.8,Degraded,2024-08-17,2025-07-14,17.1,True,2025-12-08
TWR_0432,Cubic3 Node 432,Asia-Pacific,5G,2025-01-15,85.6,40.3,45.3,47.1,Degraded,2024-08-27,2025-05-20,16.2,False,2026-12-13
TWR_0433,Cubic3 Node 433,North America,5G,2025-01-15,136.8,88.8,48.0,64.9,Active,2024-09-21,2025-03-17,15.8,False,2026-05-17
TWR_0434,Cubic3 Node 434,Latin America,5G,2025-01-15,154.8,134.7,20.1,87.0,Degraded,2024-07-24,2025-06-13,14.7,True,2026-09-14
TWR_0435,Cubic3 Node 435,Europe & MENA,4G,2025-01-15,163.2,71.5,91.7,43.8,Active,2024-09-21,2025-05-14,8.9,False,2026-07-09
TWR_0436,Cubic3 Node 436,Asia-Pacific,5G,2025-01-15,177.8,94.6,83.2,53.2,Active,2024-11-03,2025-06-28,23.7,True,2026-01-17
TWR_0437,Cubic3 Node 437,Latin America,4G,2025-01-15,186.6,155.6,31.0,83.4,Active,2024-10-10,2025-05-06,17.3,True,2026-10-09
TWR_0438,Cubic3 Node 438,North America,4G,2025-01-15,212.3,153.3,59.0,72.2,Active,2024-07-31,2025-04-10,20.3,True,2026-11-08
TWR_0439,Cubic3 Node 439,Oceania,5G,2025-01-15,190.3,139.8,50.5,73.5,Degraded,2024-11-27,2025-06-21,21.8,True,2025-10-24
TWR_0440,Cubic3 Node 440,Europe & MENA,5G,2025-01-15,83.5,46.1,37.4,55.2,Degraded,2024-09-28,2025-07-25,24.3,True,2026-01-14
TWR_0441,Cubic3 Node 441,Asia-Pacific,4G,2025-01-15,122.9,68.4,54.5,55.7,Active,2024-09-10,2025-04-17,9.3,False,2025-12-30
TWR_0442,Cubic3 Node 442,Latin America,4G,2025-01-15,171.0,138.9,32.1,81.2,Degraded,2024-09-21,2025-08-07,11.8,True,2026-01-21
TWR_0443,Cubic3 Node 443,Latin America,5G,2025-01-15,88.1,51.4,36.7,58.3,Active,2024-10-13,2025-05-04,21.8,True,2025-11-05
TWR_0444,Cubic3 Node 444,North America,5G,2025-01-15,165.6,140.3,25.3,84.7,Active,2024-11-15,2025-06-30,14.7,True,2025-12-01
TWR_0445,Cubic3 Node 445,Europe & MENA,5G,2025-01-15,95.8,67.6,28.2,70.6,Active,2024-08-08,2025-05-31,24.8,True,2026-05-03
TWR_0446,Cubic3 Node 446,Oceania,4G,2025-01-15,82.8,71.1,11.7,85.9,Active,2024-10-07,2025-05-09,25.3,True,2026-06-23
TWR_0447,Cubic3 Node 447,Europe & MENA,Edge Node,2025-01-15,173.1,146.5,26.6,84.6,Active,2024-11-10,2025-04-27,22.9,True,2026-08-23
TWR_0448,Cubic3 Node 448,North America,Edge Node,2025-01-15,191.8,149.4,42.4,77.9,Active,2024-10-10,2025-06-11,25.2,True,2026-02-03
TWR_0449,Cubic3 Node 449,Oceania,5G,2025-01-15,191.0,104.4,86.6,54.7,Active,2024-07-22,2025-03-21,10.1,False,2025-11-20
TWR_0450,Cubic3 Node 450,Europe & MENA,Edge Node,2025-01-15,177.4,89.1,88.3,50.2,Active,2024-10-20,2025-04-03,20.8,True,2026-02-21
TWR_0451,Cubic3 Node 451,Asia-Pacific,4G,2025-01-15,101.3,48.3,53.0,47.7,Active,2024-10-27,2025-07-18,14.2,False,2026-09-22
TWR_0452,Cubic3 Node 452,Europe & MENA,5G,2025-01-15,101.9,64.6,37.3,63.4,Degraded,2024-09-24,2025-05-23,19.9,False,2026-03-31
TWR_0453,Cubic3 Node 453,Asia-Pacific,4G,2025-01-15,182.4,105.8,76.6,58.0,Active,2024-09-24,2025-05-05,15.8,False,2026-03-23
TWR_0454,Cubic3 Node 454,Asia-Pacific,4G,2025-01-15,109.2,61.6,47.6,56.4,Active,2024-11-02,2025-03-23,9.0,False,2026-11-23
TWR_0455,Cubic3 Node 455,India & Middle East,5G,2025-01-15,195.2,113.9,81.3,58.4,Degraded,2024-12-03,2025-04-10,8.5,False,2026-05-13
TWR_0456,Cubic3 Node 456,India & Middle East,5G,2025-01-15,143.1,121.8,21.3,85.1,Active,2024-07-25,2025-04-26,22.3,True,2026-05-07
TWR_0457,Cubic3 Node 457,Europe & MENA,4G,2025-01-15,181.0,100.7,80.3,55.6,Active,2024-09-30,2025-05-08,25.6,True,2026-11-21
TWR_0458,Cubic3 Node 458,Oceania,Edge Node,2025-01-15,177.6,149.8,27.8,84.3,Active,2024-12-13,2025-04-22,13.0,True,2026-03-07
TWR_0459,Cubic3 Node 459,North America,4G,2025-01-15,210.6,149.8,60.8,71.1,Degraded,2024-08-08,2025-03-13,9.1,False,2026-05-02
TWR_0460,Cubic3 Node 460,Oceania,5G,2025-01-15,172.3,92.9,79.4,53.9,Active,2024-09-09,2025-06-25,16.0,False,2026-05-08
TWR_0461,Cubic3 Node 461,Latin America,Edge Node,2025-01-15,135.4,84.0,51.4,62.0,Degraded,2024-12-11,2025-05-05,21.6,True,2026-12-29
TWR_0462,Cubic3 Node 462,Asia-Pacific,Edge Node,2025-01-15,93.7,54.3,39.4,58.0,Active,2024-09-28,2025-05-28,12.7,False,2026-08-05
TWR_0463,Cubic3 Node 463,India & Middle East,Edge Node,2025-01-15,191.9,148.2,43.7,77.2,Degraded,2024-10-30,2025-06-06,15.2,False,2026-10-25
TWR_0464,Cubic3 Node 464,Oceania,4G,2025-01-15,125.1,72.5,52.6,58.0,Active,2024-07-31,2025-07-11,13.4,False,2025-11-13
TWR_0465,Cubic3 Node 465,Latin America,Edge Node,2025-01-15,92.7,67.4,25.3,72.7,Active,2024-11-13,2025-07-25,14.2,False,2025-10-27
TWR_0466,Cubic3 Node 466,Europe & MENA,4G,2025-01-15,218.6,141.5,77.1,64.7,Active,2024-10-07,2025-05-06,18.2,False,2026-03-12
TWR_0467,Cubic3 Node 467,India & Middle East,5G,2025-01-15,103.2,77.1,26.1,74.7,Active,2024-12-04,2025-07-26,10.5,False,2025-11-13
TWR_0468,Cubic3 Node 468,Latin America,4G,2025-01-15,201.3,108.5,92.8,53.9,Degraded,2024-09-20,2025-05-04,21.6,True,2026-03-23
TWR_0469,Cubic3 Node 469,Asia-Pacific,5G,2025-01-15,90.4,53.4,37.0,59.1,Active,2024-10-08,2025-07-30,19.1,False,2026-03-13
TWR_0470,Cubic3 Node 470,Asia-Pacific,5G,2025-01-15,108.3,60.9,47.4,56.2,Active,2024-09-15,2025-07-09,14.1,False,2026-04-29
TWR_0471,Cubic3 Node 471,Asia-Pacific,4G,2025-01-15,129.6,61.8,67.8,47.7,Degraded,2024-08-24,2025-06-27,25.6,True,2026-09-02
TWR_0472,Cubic3 Node 472,Asia-Pacific,5G,2025-01-15,178.8,147.8,31.0,82.7,Degraded,2024-07-24,2025-07-04,22.8,True,2026-05-07
TWR_0473,Cubic3 Node 473,Latin America,Edge Node,2025-01-15,156.3,69.7,86.6,44.6,Degraded,2024-10-21,2025-06-07,25.2,True,2026-01-22
TWR_0474,Cubic3 Node 474,Asia-Pacific,Edge Node,2025-01-15,207.0,107.7,99.3,52.0,Degraded,2024-10-01,2025-06-17,12.8,False,2026-03-19
TWR_0475,Cubic3 Node 475,Asia-Pacific,4G,2025-01-15,115.8,65.4,50.4,56.5,Active,2024-08-16,2025-06-16,23.2,True,2026-11-09
TWR_0476,Cubic3 Node 476,Asia-Pacific,5G,2025-01-15,146.7,128.3,18.4,87.5,Degraded,2024-08-06,2025-03-06,9.2,True,2025-11-24
TWR_0477,Cubic3 Node 477,India & Middle East,Edge Node,2025-01-15,152.3,97.5,54.8,64.0,Active,2024-09-20,2025-03-17,8.2,False,2026-06-09
TWR_0478,Cubic3 Node 478,Oceania,5G,2025-01-15,163.1,88.3,74.8,54.1,Degraded,2024-12-16,2025-03-30,9.7,False,2026-05-20
TWR_0479,Cubic3 Node 479,North America,Edge Node,2025-01-15,214.6,92.7,121.9,43.2,Active,2024-12-06,2025-04-24,14.4,False,2026-05-01
TWR_0480,Cubic3 Node 480,India & Middle East,5G,2025-01-15,171.7,100.5,71.2,58.5,Degraded,2024-09-07,2025-05-18,20.4,True,2026-04-30
TWR_0481,Cubic3 Node 481,Asia-Pacific,4G,2025-01-15,179.2,112.1,67.1,62.6,Degraded,2024-08-21,2025-04-06,15.1,False,2026-11-06
TWR_0482,Cubic3 Node 482,Oceania,5G,2025-01-15,100.4,52.3,48.1,52.1,Active,2024-10-12,2025-03-19,21.9,True,2026-03-10
TWR_0483,Cubic3 Node 483,Europe & MENA,5G,2025-01-15,95.3,77.1,18.2,80.9,Active,2024-12-04,2025-04-05,22.0,True,2026-04-11
TWR_0484,Cubic3 Node 484,Asia-Pacific,4G,2025-01-15,112.8,50.5,62.3,44.8,Degraded,2024-08-26,2025-03-29,19.9,False,2026-02-11
TWR_0485,Cubic3 Node 485,India & Middle East,5G,2025-01-15,179.3,101.8,77.5,56.8,Degraded,2024-09-04,2025-06-21,25.5,True,2026-06-01
TWR_0486,Cubic3 Node 486,Asia-Pacific,5G,2025-01-15,124.0,90.2,33.8,72.7,Degraded,2024-09-15,2025-04-27,18.4,False,2025-10-26
TWR_0487,Cubic3 Node 487,North America,Edge Node,2025-01-15,172.6,95.5,77.1,55.3,Active,2024-08-14,2025-07-16,17.7,False,2025-10-13
TWR_0488,Cubic3 Node 488,North America,5G,2025-01-15,119.5,90.5,29.0,75.7,Degraded,2024-08-23,2025-07-30,12.3,False,2025-11-19
TWR_0489,Cubic3 Node 489,Latin America,5G,2025-01-15,99.2,77.9,21.3,78.5,Active,2024-10-23,2025-05-24,13.7,True,2026-07-24
TWR_0490,Cubic3 Node 490,India & Middle East,4G,2025-01-15,168.8,132.2,36.6,78.3,Degraded,2024-07-27,2025-08-08,18.6,True,2025-10-05
TWR_0491,Cubic3 Node 491,North America,Edge Node,2025-01-15,218.0,189.4,28.6,86.9,Active,2024-09-03,2025-05-10,11.8,True,2025-11-12
TWR_0492,Cubic3 Node 492,North America,5G,2025-01-15,141.1,59.7,81.4,42.3,Active,2024-11-15,2025-03-17,21.9,True,2026-09-14
TWR_0493,Cubic3 Node 493,India & Middle East,5G,2025-01-15,186.3,92.7,93.6,49.8,Degraded,2024-09-26,2025-03-27,24.8,True,2026-03-16
TWR_0494,Cubic3 Node 494,India & Middle East,4G,2025-01-15,157.9,73.2,84.7,46.4,Degraded,2024-08-30,2025-07-21,10.0,False,2026-04-18
TWR_0495,Cubic3 Node 495,Europe & MENA,Edge Node,2025-01-15,115.6,65.2,50.4,56.4,Degraded,2024-11-05,2025-06-24,21.9,True,2026-09-17
TWR_0496,Cubic3 Node 496,Oceania,Edge Node,2025-01-15,172.2,141.8,30.4,82.3,Active,2024-11-04,2025-06-29,11.6,True,2026-07-07
TWR_0497,Cubic3 Node 497,Europe & MENA,4G,2025-01-15,159.4,92.8,66.6,58.2,Active,2024-09-28,2025-08-02,23.2,True,2026-05-19
TWR_0498,Cubic3 Node 498,North America,5G,2025-01-15,153.3,112.4,40.9,73.3,Degraded,2024-09-26,2025-04-20,13.1,False,2026-01-13
TWR_0499,Cubic3 Node 499,Oceania,5G,2025-01-15,148.1,122.3,25.8,82.6,Degraded,2024-08-22,2025-06-30,21.7,True,2026-08-22
TWR_0500,Cubic3 Node 500,Asia-Pacific,Edge Node,2025-01-15,131.2,67.0,64.2,51.1,Active,2024-10-18,2025-04-13,21.1,True,2026-02-20
TWR_0501,Cubic3 Node 501,North America,4G,2025-01-15,106.1,45.3,60.8,42.7,Degraded,2024-11-14,2025-04-19,23.2,True,2025-12-07
TWR_0502,Cubic3 Node 502,Oceania,4G,2025-01-15,210.3,173.0,37.3,82.3,Degraded,2024-08-14,2025-08-06,8.6,True,2026-02-14
TWR_0503,Cubic3 Node 503,India & Middle East,Edge Node,2025-01-15,131.1,80.1,51.0,61.1,Active,2024-08-08,2025-05-25,16.8,False,2025-11-12
TWR_0504,Cubic3 Node 504,Latin America,5G,2025-01-15,190.9,90.2,100.7,47.2,Degraded,2024-10-08,2025-06-22,22.6,True,2026-01-24
TWR_0505,Cubic3 Node 505,Oceania,5G,2025-01-15,180.5,124.9,55.6,69.2,Active,2024-12-11,2025-05-26,18.5,False,2026-10-18
TWR_0506,Cubic3 Node 506,Oceania,Edge Node,2025-01-15,174.4,145.8,28.6,83.6,Active,2024-11-26,2025-07-28,8.1,True,2026-08-09
TWR_0507,Cubic3 Node 507,Latin America,5G,2025-01-15,214.8,185.8,29.0,86.5,Active,2024-09-05,2025-03-07,11.2,True,2026-05-04
TWR_0508,Cubic3 Node 508,Oceania,4G,2025-01-15,210.3,113.0,97.3,53.7,Active,2024-08-31,2025-04-17,24.3,True,2026-09-24
TWR_0509,Cubic3 Node 509,Asia-Pacific,5G,2025-01-15,95.5,81.7,13.8,85.5,Degraded,2024-11-09,2025-07-20,18.0,True,2026-01-22
TWR_0510,Cubic3 Node 510,India & Middle East,4G,2025-01-15,106.1,67.4,38.7,63.5,Active,2024-10-29,2025-03-03,14.8,False,2025-09-20
TWR_0511,Cubic3 Node 511,Europe & MENA,4G,2025-01-15,174.6,116.8,57.8,66.9,Degraded,2024-07-20,2025-04-13,25.9,True,2026-03-29
TWR_0512,Cubic3 Node 512,North America,5G,2025-01-15,216.8,127.4,89.4,58.8,Active,2024-11-12,2025-04-08,24.3,True,2026-07-07
TWR_0513,Cubic3 Node 513,Europe & MENA,4G,2025-01-15,129.7,104.5,25.2,80.6,Degraded,2024-10-19,2025-04-21,19.3,True,2025-09-18
TWR_0514,Cubic3 Node 514,Asia-Pacific,Edge Node,2025-01-15,143.6,85.8,57.8,59.7,Active,2024-11-25,2025-07-18,20.2,True,2026-10-23
TWR_0515,Cubic3 Node 515,Asia-Pacific,4G,2025-01-15,198.7,85.4,113.3,43.0,Active,2024-09-07,2025-05-14,18.6,False,2026-06-18
TWR_0516,Cubic3 Node 516,Latin America,5G,2025-01-15,170.2,108.7,61.5,63.9,Degraded,2024-12-10,2025-04-03,25.6,True,2026-11-15
TWR_0517,Cubic3 Node 517,Asia-Pacific,5G,2025-01-15,202.9,115.7,87.2,57.0,Active,2024-08-21,2025-06-10,21.6,True,2026-07-15
TWR_0518,Cubic3 Node 518,North America,5G,2025-01-15,189.9,140.3,49.6,73.9,Active,2024-10-17,2025-06-17,18.0,False,2026-03-30
TWR_0519,Cubic3 Node 519,Latin America,Edge Node,2025-01-15,90.5,75.3,15.2,83.2,Active,2024-10-28,2025-03-25,19.6,True,2026-01-18
TWR_0520,Cubic3 Node 520,Latin America,5G,2025-01-15,93.7,47.2,46.5,50.4,Active,2024-11-29,2025-03-27,23.7,True,2026-02-20
TWR_0521,Cubic3 Node 521,Asia-Pacific,4G,2025-01-15,210.9,115.1,95.8,54.6,Active,2024-07-27,2025-07-13,8.1,False,2026-04-28
TWR_0522,Cubic3 Node 522,India & Middle East,5G,2025-01-15,218.4,177.7,40.7,81.4,Active,2024-11-02,2025-04-01,17.7,True,2026-06-13
TWR_0523,Cubic3 Node 523,Latin America,5G,2025-01-15,178.1,103.9,74.2,58.3,Active,2024-11-09,2025-06-15,10.7,False,2025-11-11
TWR_0524,Cubic3 Node 524,Oceania,5G,2025-01-15,113.5,51.8,61.7,45.6,Active,2024-11-27,2025-04-10,25.8,True,2025-09-12
TWR_0525,Cubic3 Node 525,India & Middle East,Edge Node,2025-01-15,112.0,65.6,46.4,58.6,Active,2024-09-19,2025-05-18,16.5,False,2025-11-17
TWR_0526,Cubic3 Node 526,North America,5G,2025-01-15,145.4,67.6,77.8,46.5,Degraded,2024-11-04,2025-05-14,11.7,False,2026-02-21
TWR_0527,Cubic3 Node 527,Latin America,5G,2025-01-15,216.9,186.0,30.9,85.8,Active,2024-10-03,2025-04-09,17.1,True,2026-03-05
TWR_0528,Cubic3 Node 528,Latin America,5G,2025-01-15,179.9,157.5,22.4,87.5,Active,2024-10-21,2025-04-20,18.0,True,2026-02-14
TWR_0529,Cubic3 Node 529,North America,5G,2025-01-15,86.9,60.0,26.9,69.0,Active,2024-10-10,2025-03-27,21.3,True,2026-01-21
